1941	172	6	71.34
106	603	22	174.64
104	699	10	49.36
611	201	4	33.2
16	210	3	4.25
278	14	12	9.11
110	852	4	19.07
461	111	3	8.46
313	14	8	4.13
115	1248	3	16.1
276	118	4	10.22
138	141	6	8.39
968	14	7	17.68
240	324	3	19.79
135	603	6	39.11
1419	12	6	20.92
251	140	5	19.06
272	437	6	56.31
2318	3722	4	83.49
12	2112	3	8.38
134	146	12	32.13
159	109	6	4.46
4134	104	3	20.28
141	116	15	25.82
208	14	29	39.01
813	101	3	5.35
446	183	7	57.92
161	132	11	35.9
12	2481	3	9.31
177	166	9	45.7
1165	14	3	4.06
3742	101	3	17.13
2421	12	3	9.31
282	104	4	3.86
254	149	3	10.51
181	501	4	29.45
147	289	4	17.65
107	146	9	6.24
102	1162	5	19.02
204	148	4	13.21
781	104	3	7.84
110	12	90	14.68
499	714	3	32.35
106	346	22	131.99
4213	14	3	12.96
1455	108	4	24.25
102	965	3	6.63
390	110	4	11.83
120	1545	3	18.54
2840	14	4	15.72
122	387	4	14.82
1204	155	3	23.69
487	14	8	10.22
291	604	4	38.17
8	1057	13	130
162	428	4	24.81
109	137	101	484.82
651	109	5	22.73
104	1140	3	10.13
357	104	4	5.87
3617	172	3	35.63
139	421	3	13.05
491	104	4	8.53
1865	14	4	11.34
101	2011	8	57.55
102	658	4	7.97
113	351	4	11.43
160	147	6	16.71
879	106	3	12.2
587	16	3	12.16
1018	101	3	6.86
3565	14	3	10.85
107	972	5	27.36
101	791	3	5.11
172	114	6	8.17
12	374	46	243.14
498	308	3	26.21
12	525	7	10.41
489	936	5	63.22
13	305	3	11.99
128	107	24	37.32
380	272	4	32.63
584	391	7	81.7
136	123	6	4.73
106	144	33	90.45
103	1224	3	9.62
106	207	8	17.39
105	2305	3	18.02
101	780	3	5.11
110	512	6	25.95
242	484	3	22.82
1368	14	3	4.88
39	162	5	16.51
2	673	3	10.95
13	252	3	9.86
152	3891	3	32.82
107	2344	4	28.69
214	183	3	12.82
843	14	4	4.94
156	493	3	17.48
419	14	7	5.7
347	116	3	7.67
104	1378	4	17.98
506	126	5	26.6
1101	103	3	9.2
179	136	3	5.35
1859	116	3	19.23
219	122	4	8
160	107	6	4.26
102	745	4	9.16
235	123	5	14.42
1121	12	3	4.61
139	143	8	15.6
1536	14	6	20.11
231	371	7	60.69
106	6074	3	28.5
139	317	17	124.28
126	122	16	25.94
