4171	2334	3	40.61
106	806	9	11.51
2727	1498	3	33.47
226	534	3	6.89
1661	112	5	8.96
856	209	3	9.57
1941	172	7	50.6
2271	104	6	12.33
704	127	7	12.06
3392	104	4	7.22
569	345	3	11.28
498	604	3	14.52
226	431	4	9.81
106	603	24	70.23
1599	169	6	32.95
1672	107	5	8.04
2149	129	3	7.43
57	151	29	7.72
4242	112	3	8.7
269	121	17	12.29
1050	104	9	8.08
4530	109	3	8.24
449	102	25	13.19
867	314	3	13.57
120	1038	5	6.83
104	699	15	15.51
153	4030	3	16.34
611	201	5	16.79
3406	120	3	8.48
16	13	43	7.18
4291	103	4	10.43
4375	111	4	16.99
128	742	5	6.76
105	362	16	7.43
1186	660	3	21.34
4280	101	4	8.42
2	141	49	11.85
825	9	6	11.8
2606	145	4	18.22
407	106	14	9.24
530	114	9	7.05
167	551	7	20.32
405	124	12	17.07
461	155	6	10.88
8	16	62	6.95
112	2416	5	13.71
783	217	3	9.26
1364	157	3	8.61
4349	122	4	19.95
4537	105	3	7.08
758	577	3	17.06
2037	108	4	6.66
151	1711	10	68.22
2443	266	3	18.87
266	466	3	7.84
212	296	5	8.81
3609	3608	4	70.59
135	603	8	15.24
216	222	14	39.14
109	4284	3	8.24
153	570	5	8.35
2159	197	4	22.78
103	864	16	24.29
118	2691	3	6.83
1335	8	4	9.04
306	233	5	10.42
272	361	4	10.58
272	437	6	23.34
125	1942	3	6.72
3900	131	3	13.17
1014	175	3	8.99
3230	129	3	10.94
137	1135	5	12.39
2318	3722	4	61.03
148	1913	3	8.96
165	186	12	11.23
2541	135	4	16.42
281	339	4	10.48
8	4829	3	17.57
136	1710	4	11.78
103	608	15	8.7
16	4031	3	10.58
1520	12	10	8.81
3116	115	3	6.95
1764	112	5	10.21
2898	1920	6	89.56
170	2	42	44.82
189	2814	4	26.23
148	1656	3	8.28
262	465	4	12.23
134	146	34	7.23
101	1195	10	7.74
1781	131	3	6.76
300	186	6	10.02
164	1110	3	8
12	3329	5	7.08
141	116	65	13.47
135	2274	3	8.74
1858	114	4	6.67
146	1476	3	7.12
241	607	3	8.17
446	183	7	19.93
57	4145	3	13.5
133	1132	4	7.36
338	198	7	18.35
1457	114	5	8.59
517	217	3	6.63
140	1097	4	8.22
101	3944	4	8.42
392	229	6	18.36
103	5221	3	7.82
119	2771	3	6.72
150	546	13	45.32
177	166	13	11.25
4114	110	3	8.32
2491	143	5	23.09
392	120	11	9.36
5327	103	3	7.82
3742	101	4	8.42
2874	145	3	11.19
