7779	1
3850	2
7359	3
7657	4
9128	5
1178	6
2273	7
8511	8
7101	9
4932	10
9481	11
8877	12
9540	13
8139	14
3928	15
5655	16
3133	17
2746	18
6870	19
7830	20
9221	21
6747	22
5060	23
3550	24
1646	25
4827	26
3166	27
4610	28
7115	29
9800	30
8355	31
1961	32
6229	33
1264	34
397	35
7373	36
1134	37
8890	38
7647	39
9835	40
6559	41
821	42
9846	43
9164	44
914	45
5133	46
4816	47
4519	48
9337	49
8934	50
6106	51
5296	52
1611	53
5207	54
7456	55
6240	56
6193	57
8632	58
5157	59
6795	60
2556	61
383	62
1832	63
7742	64
2964	65
6254	66
2388	67
6498	68
2560	69
9111	70
5749	71
5988	72
156	73
871	74
8993	75
7971	76
9775	77
4559	78
9030	79
6250	80
4366	81
6163	82
458	83
1930	84
400	85
1130	86
6385	87
7079	88
9013	89
9710	90
6186	91
2829	92
5057	93
4758	94
7069	95
615	96
1021	97
5541	98
151	99
1980	100
1378	101
1398	102
1742	103
1230	104
2788	105
5442	106
1251	107
8878	108
57	109
6503	110
4672	111
7365	112
9014	113
3162	114
6042	115
2446	116
9039	117
8624	118
8125	119
3616	120
8370	121
9366	122
4265	123
9753	124
885	125
3585	126
5496	127
6433	128
3689	129
3681	130
3988	131
3525	132
4085	133
3830	134
9821	135
4683	136
6280	137
6763	138
679	139
6797	140
6645	141
4091	142
8441	143
6637	144
6971	145
1072	146
8817	147
7537	148
4691	149
9890	150
35	151
9181	152
7076	153
1963	154
6401	155
7257	156
2338	157
1802	158
4156	159
5270	160
1472	161
7974	162
9572	163
3421	164
7473	165
8731	166
190	167
4687	168
1540	169
39	170
5697	171
8299	172
3126	173
5284	174
4978	175
9203	176
2683	177
343	178
7429	179
6070	180
8821	181
8906	182
422	183
2202	184
9245	185
9565	186
8735	187
2346	188
8088	189
9025	190
1583	191
6699	192
5742	193
6505	194
9526	195
9887	196
9487	197
3240	198
6762	199
8296	200
6611	201
3775	202
4088	203
8157	204
6561	205
57	206
1079	207
3723	208
1862	209
4176	210
2245	211
2704	212
1444	213
537	214
2383	215
8543	216
2106	217
5221	218
7704	219
7914	220
6420	221
4620	222
7152	223
2854	224
4160	225
4086	226
8385	227
8832	228
8702	229
6730	230
4108	231
7390	232
6813	233
2051	234
1188	235
6834	236
7651	237
804	238
6876	239
1430	240
6669	241
2901	242
4791	243
7524	244
1127	245
1936	246
779	247
8419	248
9077	249
2783	250
5439	251
221	252
8247	253
5740	254
2519	255
3384	256
1233	257
1946	258
991	259
6247	260
4984	261
7500	262
9314	263
5228	264
1598	265
8548	266
9079	267
3856	268
6639	269
3523	270
902	271
4753	272
1026	273
3480	274
8006	275
8170	276
7527	277
1052	278
5869	279
9535	280
2896	281
508	282
8201	283
5389	284
2532	285
4971	286
2795	287
9062	288
9122	289
7063	290
2133	291
3069	292
4514	293
5810	294
8106	295
2521	296
6320	297
3041	298
7068	299
9071	300
4482	301
7059	302
482	303
2670	304
3610	305
6568	306
9446	307
7213	308
9714	309
5780	310
51	311
7873	312
8909	313
8621	314
548	315
5009	316
7427	317
3781	318
6215	319
7782	320
9853	321
6690	322
8110	323
5922	324
1896	325
1006	326
1749	327
314	328
4205	329
5667	330
3686	331
4642	332
8461	333
1002	334
1	335
8058	336
8265	337
2721	338
1241	339
7676	340
2431	341
6650	342
3094	343
2270	344
7330	345
5676	346
9716	347
5609	348
9035	349
7445	350
8144	351
5279	352
173	353
3100	354
3070	355
2214	356
3148	357
9059	358
8221	359
7272	360
7169	361
4759	362
6271	363
3531	364
1815	365
3738	366
9043	367
5693	368
5252	369
9490	370
3346	371
2643	372
8261	373
8062	374
7708	375
1705	376
8566	377
6303	378
1981	379
7568	380
2147	381
3556	382
8523	383
9844	384
52	385
46	386
7541	387
8452	388
5934	389
5374	390
7859	391
5976	392
5610	393
7419	394
7316	395
3739	396
622	397
2254	398
342	399
6417	400
1965	401
9605	402
6473	403
2040	404
7054	405
3956	406
5524	407
6553	408
1345	409
743	410
2839	411
251	412
3377	413
9050	414
6940	415
6686	416
686	417
2105	418
2481	419
884	420
4510	421
1019	422
2928	423
1554	424
2585	425
7018	426
7620	427
5129	428
8904	429
4983	430
5404	431
1493	432
5523	433
8833	434
4112	435
6872	436
6528	437
1975	438
1114	439
9377	440
6638	441
5730	442
6132	443
8191	444
8594	445
364	446
5149	447
7917	448
1702	449
4578	450
3532	451
6859	452
8463	453
306	454
2722	455
8256	456
2858	457
21	458
7158	459
4224	460
2444	461
6073	462
4322	463
6425	464
9654	465
7885	466
725	467
21	468
3836	469
363	470
5760	471
7023	472
3767	473
9360	474
6957	475
148	476
4278	477
3063	478
9392	479
889	480
8023	481
9623	482
9282	483
8631	484
709	485
7457	486
7691	487
8972	488
3217	489
226	490
1623	491
1621	492
4813	493
6306	494
9543	495
9219	496
5020	497
4848	498
8072	499
1214	500
6201	501
9608	502
15	503
1323	504
7626	505
8733	506
8921	507
3977	508
2632	509
1607	510
4182	511
4344	512
8855	513
2949	514
10	515
5071	516
4426	517
7514	518
8568	519
755	520
8037	521
2210	522
2068	523
6154	524
8872	525
857	526
2725	527
8354	528
1065	529
4943	530
5288	531
9150	532
4277	533
6508	534
1442	535
23	536
2442	537
2085	538
2626	539
8783	540
429	541
9576	542
8827	543
8775	544
1738	545
525	546
5904	547
1068	548
4512	549
4473	550
3389	551
6427	552
3071	553
646	554
982	555
3721	556
9232	557
2758	558
388	559
8045	560
3058	561
178	562
4325	563
4282	564
2582	565
9321	566
5204	567
6560	568
6928	569
8035	570
591	571
5412	572
3909	573
1868	574
7615	575
9448	576
3774	577
4084	578
3696	579
9784	580
2410	581
8130	582
9812	583
9472	584
8464	585
8522	586
4923	587
8259	588
3015	589
7467	590
3885	591
5308	592
376	593
1841	594
1406	595
7485	596
3734	597
6286	598
4194	599
7903	600
4031	601
1284	602
6732	603
4944	604
8589	605
5586	606
7193	607
8708	608
7631	609
5606	610
7340	611
639	612
2714	613
3849	614
7576	615
3236	616
3996	617
1083	618
6489	619
4250	620
4855	621
3475	622
6969	623
8024	624
5105	625
1092	626
3053	627
2206	628
6064	629
1794	630
9855	631
9185	632
3693	633
7444	634
9239	635
1954	636
1069	637
2307	638
3814	639
2605	640
2658	641
4956	642
5281	643
7948	644
3901	645
2927	646
4856	647
2247	648
643	649
9754	650
5688	651
4243	652
766	653
3807	654
3454	655
456	656
4812	657
2552	658
3	659
6697	660
849	661
8447	662
3287	663
8153	664
3554	665
6507	666
6307	667
719	668
4410	669
2863	670
974	671
1842	672
4094	673
3546	674
9290	675
2973	676
8765	677
9146	678
7007	679
7407	680
1817	681
607	682
3662	683
9603	684
7469	685
2428	686
8012	687
5392	688
9262	689
8465	690
9777	691
6843	692
5062	693
5531	694
4350	695
3943	696
5710	697
504	698
9049	699
2412	700
3066	701
93	702
3961	703
9093	704
6053	705
1355	706
7402	707
2917	708
2086	709
6413	710
7044	711
4623	712
4096	713
4477	714
5282	715
3169	716
132	717
8158	718
887	719
5736	720
1873	721
4340	722
9651	723
7705	724
1826	725
491	726
9191	727
9238	728
1881	729
2734	730
5628	731
3435	732
4965	733
3900	734
8707	735
6936	736
8460	737
1405	738
830	739
160	740
5746	741
7094	742
4220	743
7608	744
2345	745
9226	746
1775	747
2149	748
1377	749
1393	750
1053	751
8046	752
2219	753
2639	754
1639	755
3859	756
9652	757
4155	758
5032	759
4720	760
8172	761
7259	762
6549	763
4747	764
7005	765
1577	766
4641	767
6328	768
9598	769
9119	770
5493	771
7181	772
5548	773
1776	774
3860	775
9893	776
9044	777
5042	778
8287	779
1317	780
6846	781
5840	782
3852	783
238	784
3152	785
1741	786
4740	787
3020	788
5386	789
7437	790
2201	791
8294	792
9410	793
6002	794
60	795
1370	796
8661	797
8957	798
8225	799
4962	800
3254	801
6789	802
3854	803
7916	804
9768	805
9136	806
7551	807
4819	808
8038	809
1227	810
7884	811
5577	812
1723	813
1615	814
7134	815
8143	816
3057	817
2190	818
3111	819
2845	820
9132	821
907	822
7453	823
9602	824
6086	825
9878	826
5050	827
9741	828
5885	829
2618	830
32	831
1555	832
4466	833
7265	834
9362	835
1835	836
7869	837
8527	838
8742	839
4803	840
4157	841
267	842
2161	843
610	844
3933	845
1084	846
4611	847
6075	848
4640	849
6727	850
2471	851
5266	852
9639	853
6769	854
6955	855
911	856
2818	857
5393	858
4254	859
6267	860
7560	861
45	862
9233	863
8454	864
803	865
660	866
6816	867
1289	868
9310	869
1077	870
4995	871
3311	872
8152	873
1952	874
8803	875
3896	876
9586	877
9859	878
7861	879
7609	880
3658	881
2003	882
2002	883
3128	884
9751	885
9883	886
8334	887
5322	888
1571	889
1132	890
2673	891
8888	892
4695	893
6355	894
5938	895
1073	896
8236	897
97	898
2810	899
6820	900
3881	901
1796	902
8368	903
1297	904
4267	905
3043	906
8626	907
6155	908
4492	909
7297	910
5209	911
7670	912
4706	913
6565	914
2237	915
5339	916
1331	917
9090	918
6670	919
2430	920
8721	921
2550	922
2985	923
6932	924
9518	925
4733	926
5517	927
3597	928
4600	929
5468	930
3167	931
608	932
9506	933
5082	934
831	935
8400	936
7919	937
7765	938
3509	939
2943	940
8535	941
8364	942
835	943
2644	944
8753	945
4116	946
6263	947
8192	948
7714	949
2515	950
6212	951
8663	952
6255	953
8234	954
1657	955
8901	956
544	957
7032	958
9553	959
5357	960
5853	961
6904	962
8652	963
2668	964
9503	965
6048	966
6519	967
124	968
736	969
6031	970
5114	971
927	972
3002	973
705	974
2203	975
4636	976
9307	977
7414	978
2405	979
2056	980
664	981
6028	982
5965	983
1181	984
8432	985
7523	986
8316	987
8122	988
4916	989
3910	990
8031	991
7166	992
9931	993
7168	994
8710	995
7150	996
7345	997
2542	998
5247	999
3888	1000
3001	1001
795	1002
7245	1003
1977	1004
6131	1005
1727	1006
3780	1007
8381	1008
4140	1009
2601	1010
129	1011
5701	1012
1413	1013
9852	1014
7400	1015
3220	1016
2671	1017
6935	1018
6351	1019
2139	1020
1128	1021
6109	1022
8948	1023
4035	1024
4823	1025
1043	1026
4345	1027
9738	1028
8440	1029
9382	1030
8517	1031
718	1032
7300	1033
4507	1034
4648	1035
2736	1036
7671	1037
7120	1038
9561	1039
4941	1040
8232	1041
6993	1042
2131	1043
2694	1044
4788	1045
5010	1046
1138	1047
7247	1048
1025	1049
7009	1050
7874	1051
6434	1052
4490	1053
4869	1054
9206	1055
2	1056
1619	1057
5466	1058
7695	1059
7347	1060
4349	1061
5231	1062
7470	1063
4200	1064
4199	1065
3660	1066
7256	1067
6682	1068
2541	1069
2039	1070
59	1071
5104	1072
6830	1073
3413	1074
3276	1075
6044	1076
7780	1077
9550	1078
8177	1079
8240	1080
8722	1081
3603	1082
6768	1083
1666	1084
2175	1085
1874	1086
1610	1087
1691	1088
9091	1089
3302	1090
1336	1091
8925	1092
9874	1093
5537	1094
8490	1095
4028	1096
1419	1097
475	1098
6620	1099
628	1100
5808	1101
7893	1102
552	1103
8134	1104
8217	1105
5962	1106
9098	1107
4563	1108
3161	1109
6774	1110
3131	1111
2620	1112
2705	1113
347	1114
4459	1115
5678	1116
665	1117
1473	1118
5611	1119
2597	1120
1991	1121
6378	1122
5958	1123
4757	1124
1427	1125
9357	1126
3028	1127
5850	1128
9609	1129
9932	1130
4441	1131
845	1132
187	1133
9666	1134
6585	1135
8813	1136
5849	1137
7253	1138
6881	1139
2100	1140
7358	1141
7628	1142
9696	1143
6103	1144
8719	1145
8019	1146
3635	1147
5944	1148
