1701	3540	14
106	1266	22
105	9711	9
9911	8720	19
7468	6429	20
22609	2398	23
3539	9611	32
425	7735	2
57	3355	0
582	8478	16
1403	3295	23
673	8895	17
106	2652	7
24978	7025	0
1142	35	5
103	3819	5
25724	2003	7
9264	9710	2
248	5606	3
399	2235	3
160	1405	20
950	985	22
846	7208	3
390	8079	5
10790	1509	11
104	7073	15
102	771	14
14	3641	43
865	6856	23
117	3360	14
57	4060	0
979	4165	18
101	2277	20
4160	2665	3
463	8556	2
9233	5659	12
171	1562	21
4873	3503	23
30951	6454	22
3818	3268	31
104	8139	7
4901	4502	15
186	8598	0
102	322	24
434	9800	15
12	4706	5
152	7103	13
14	3115	10
381	3163	21
257	9584	27
513	5348	7
110	6128	11
240	726	18
197	3393	20
121	7870	16
25032	7377	1
129	9646	3
116	6464	27
9393	6644	7
2462	4610	2
382	9425	15
24405	9018	16
827	5133	14
137	9297	10
12	6220	16
107	3646	19
3281	58	3
2750	5508	3
733	1877	7
20603	7582	1
16191	1008	6
28100	1607	14
7989	5059	17
104	3308	21
7589	3246	13
207	2546	2
21493	6017	1
109	8662	1
12	5099	3
124	1370	11
491	1613	40
13680	6557	14
437	2608	9
1533	4401	0
102	7592	17
278	6877	6
57	4558	36
101	5610	1
123	7223	10
2625	6502	16
17	5459	7
253	171	6
1026	5519	24
518	7777	23
520	1731	22
281	8155	23
33742	8683	22
115	746	26
191	6978	32
120	2728	10
245	1395	5
14	998	17
249	4641	9
144	5672	1
4176	5114	21
109	8663	21
111	8086	0
1090	4408	5
18893	2577	0
19923	4481	0
134	7811	6
1189	6303	25
30694	157	7
5944	2292	5
272	4370	7
101	7983	12
1927	4737	24
394	5665	1
278	6876	18
112	2558	22
110	2580	6
27037	1724	8
716	9025	15
173	6398	4
104	4333	4
903	8719	1
1143	5870	17
22294	5501	0
2808	3048	21
3674	6472	23
526	9074	10
173	503	3
35662	6167	5
14	9282	20
668	4878	10
14	5541	15
604	4373	11
105	4586	8
1489	7365	6
101	1284	23
4031	2341	3
101	5256	31
1787	4563	17
142	9312	32
3397	4218	12
109	6770	1
169	7206	7
122	4496	15
7476	9763	5
122	2002	5
109	1809	14
2349	8674	11
861	798	21
4868	2637	18
140	9049	3
2129	8954	24
177	1564	14
194	9485	5
101	1696	29
257	9941	5
1674	3382	2
3399	7387	17
527	6397	2
14772	3198	8
2122	2345	0
324	1063	34
391	654	23
1958	4735	26
14241	6891	1
6349	8577	19
12	3405	9
12509	8079	1
612	2604	19
829	4652	10
1868	97	1
114	8130	6
324	9235	7
7937	2848	15
368	7336	36
215	9326	6
2647	4674	8
102	7212	2
104	5378	11
104	4812	9
9417	150	9
104	4015	6
10726	5881	1
104	9445	16
2042	7536	2
1121	6501	6
12	8037	11
104	8134	18
132	399	30
14	9946	34
747	6421	9
105	5826	7
180	489	11
36098	5795	24
101	969	4
24296	6377	0
173	3804	21
1237	5422	30
14	9827	25
30088	5489	2
110	3514	31
101	8320	11
392	7592	19
735	7795	21
3085	8622	21
2193	3879	10
103	5642	11
21370	5278	8
101	3553	3
224	5240	6
121	9816	23
101	4574	43
139	9627	3
232	4229	10
12	3040	1
242	9214	13
915	9022	10
605	9776	16
111	6491	19
340	3850	12
9215	8415	3
1566	8775	14
136	5554	12
14	5287	10
164	521	8
969	6724	7
176	2386	10
1638	7495	6
14	8759	40
12	4265	4
890	8888	3
610	6349	9
115	3811	16
11364	5305	25
432	5774	5
11104	2429	1
1323	1730	4
102	6337	8
112	568	10
105	5701	5
6452	4931	7
110	5749	12
650	2623	13
112	8027	5
121	3922	3
5518	5892	7
410	9178	8
1404	181	20
104	3880	4
102	456	15
1747	7084	1
1979	6667	18
126	1074	15
33128	1834	8
3029	388	16
117	3372	15
225	8985	29
569	1477	7
103	5773	9
14	6350	27
108	3251	20
182	224	0
559	4454	26
21	1834	22
1751	7239	12
12	1068	14
3598	4555	29
1128	9811	11
2369	1678	11
142	3956	20
20306	3938	23
14	7489	15
101	6272	1
13203	1990	15
131	226	19
110	4312	4
114	2597	18
119	8378	38
108	7835	22
124	9659	15
1854	520	4
723	1611	12
104	5132	15
20201	5755	20
102	6921	24
6490	4158	14
294	4867	40
176	1936	1
101	5472	22
13162	4776	2
18086	683	18
2955	161	22
26403	310	27
8155	584	11
101	1289	2
6889	5886	0
14	8355	31
2308	5306	24
520	4107	11
300	9671	5
128	4618	1
405	8852	17
207	735	6
128	5572	3
12	8391	25
124	9759	5
8450	8735	13
12	8482	5
11217	7537	7
824	6789	2
101	355	10
101	1709	8
106	2173	10
106	6641	2
250	1989	15
576	616	12
243	2812	5
105	6279	14
101	8429	5
27230	2380	17
178	9675	4
127	2000	3
12	6342	7
107	9726	18
172	8693	3
254	5586	23
173	6834	7
12748	4238	10
22091	2612	19
14	1473	14
1244	8945	6
107	3317	18
14	4831	35
1627	5945	8
170	4188	2
148	3690	22
2021	4396	25
10825	7593	12
353	2327	0
123	8498	3
508	209	0
833	3863	2
1233	5124	1
4517	8363	39
131	7111	12
452	7833	13
284	6341	10
